Date,Player_Name,Target,Line,Odds_Over,Odds_Under,Pred_Mean,Pick,Pick_EV,Pick_Odds,FairOdds_Over,FairOdds_Under
2025-12-29,Jeremiah Fears,REB,3.5,2.04,1.72,-12.5,UNDER,0.397,1.72,2.19,1.84
2025-12-29,Mikal Bridges,REB,4.5,1.83,1.91,-2.7,UNDER,0.212,1.91,1.96,2.04
2025-12-29,Zion Williamson,REB,5.5,1.98,1.77,7.0,SKIP,0.0,0.0,2.12,1.89
2025-12-29,Jalen Brunson,REB,3.5,1.88,1.88,-12.3,UNDER,0.526,1.88,2.0,2.0
2025-12-29,Jalen Brunson,PTS+REB+AST,40.5,1.94,1.8,121.4,OVER,0.642,1.94,2.08,1.93
2025-12-29,Jeremiah Fears,PTS+REB+AST,20.5,1.96,1.78,-6.3,UNDER,0.187,1.78,2.1,1.91
2025-12-29,Trey Murphy III,PTS+REB+AST,28.5,1.91,1.83,34.3,SKIP,0.0,0.0,2.04,1.96
2025-12-29,Mikal Bridges,PTS+REB+AST,25.5,1.88,1.88,31.3,SKIP,0.0,0.0,2.0,2.0
2025-12-29,Zion Williamson,PTS+REB+AST,29.5,1.89,1.85,82.2,OVER,0.455,1.89,2.02,1.98
2025-12-29,Derik Queen,PTS+REB+AST,25.5,1.85,1.89,60.4,OVER,0.294,1.85,1.98,2.02
2025-12-29,Karl-Anthony Towns,PTS+REB+AST,38.5,1.8,1.94,138.6,OVER,0.634,1.8,1.93,2.08
2025-12-29,OG Anunoby,PTS+REB+AST,25.5,1.88,1.88,-2.6,UNDER,0.274,1.88,2.0,2.0
2025-12-29,Mikal Bridges,PTS+REB,20.5,1.78,1.96,27.1,SKIP,0.0,0.0,1.91,2.1
2025-12-29,OG Anunoby,PTS+REB,23.5,1.96,1.78,6.1,UNDER,0.096,1.78,2.1,1.91
2025-12-29,Jeremiah Fears,PTS+REB,17.5,2.0,1.76,-4.5,UNDER,0.133,1.76,2.14,1.88
2025-12-29,Jalen Brunson,PTS+REB,32.5,1.82,1.93,94.7,OVER,0.447,1.82,1.94,2.06
2025-12-29,Trey Murphy III,PTS+REB,24.5,1.78,1.96,37.5,SKIP,0.0,0.0,1.91,2.1
2025-12-29,Zion Williamson,PTS+REB,25.5,1.85,1.89,67.9,OVER,0.355,1.85,1.98,2.02
2025-12-29,Derik Queen,PTS+REB,21.5,1.93,1.82,53.3,OVER,0.332,1.93,2.06,1.94
2025-12-29,Karl-Anthony Towns,PTS+REB,36.5,1.89,1.85,139.3,OVER,0.736,1.89,2.02,1.98
2025-12-29,Saddiq Bey,PTS+REB,19.5,1.8,1.94,19.0,SKIP,0.0,0.0,1.93,2.08
2025-12-29,Trey Murphy III,PTS+AST,23.5,1.94,1.8,30.1,OVER,0.053,1.94,2.08,1.93
2025-12-29,Karl-Anthony Towns,PTS+AST,26.5,1.94,1.8,84.9,OVER,0.568,1.94,2.08,1.93
2025-12-29,Derik Queen,PTS+AST,18.5,1.91,1.83,37.8,OVER,0.192,1.91,2.04,1.96
2025-12-29,Mikal Bridges,PTS+AST,20.5,1.82,1.93,34.1,OVER,0.067,1.82,1.94,2.06
2025-12-29,Zion Williamson,PTS+AST,23.5,1.83,1.91,75.2,OVER,0.425,1.83,1.96,2.04
2025-12-29,Jeremiah Fears,PTS+AST,16.5,1.82,1.93,6.2,UNDER,0.098,1.93,1.94,2.06
2025-12-29,Jalen Brunson,PTS+AST,36.5,1.88,1.88,133.7,OVER,0.685,1.88,2.0,2.0
2025-12-29,OG Anunoby,PTS+AST,19.5,1.85,1.88,-2.6,UNDER,0.224,1.88,1.98,2.02
2025-12-29,Karl-Anthony Towns,REB+AST,15.5,2.02,1.74,52.9,OVER,0.694,2.02,2.16,1.86
2025-12-29,Zion Williamson,REB+AST,8.5,1.72,2.04,21.3,OVER,0.133,1.72,1.84,2.19
2025-12-29,OG Anunoby,REB+AST,8.5,2.02,1.74,-8.8,UNDER,0.296,1.74,2.16,1.86
2025-12-29,Trey Murphy III,REB+AST,8.5,1.98,1.77,0.9,UNDER,0.075,1.77,2.12,1.89
2025-12-29,Mikal Bridges,REB+AST,9.5,2.12,1.68,1.5,SKIP,0.0,0.0,2.26,1.79
2025-12-29,Derik Queen,REB+AST,11.5,1.94,1.8,29.8,OVER,0.377,1.94,2.08,1.93
2025-12-29,Jalen Brunson,REB+AST,10.5,1.83,1.91,14.4,SKIP,0.0,0.0,1.96,2.04
2025-12-29,Donovan Clingan,PTS,11.5,1.93,1.82,-10.2,UNDER,0.234,1.82,2.06,1.94
2025-12-29,Kris Murray,PTS,6.5,1.93,1.82,-39.8,UNDER,0.537,1.82,2.06,1.94
2025-12-29,Deni Avdija,PTS,25.5,1.82,1.93,88.4,OVER,0.493,1.82,1.94,2.06
2025-12-29,Shaedon Sharpe,PTS,23.5,1.88,1.88,49.8,OVER,0.243,1.88,2.0,2.0
2025-12-29,P.J. Washington,PTS,16.5,1.88,1.88,26.8,OVER,0.076,1.88,2.0,2.0
2025-12-29,Max Christie,PTS,11.5,1.96,1.78,-22.6,UNDER,0.337,1.78,2.1,1.91
2025-12-29,Toumani Camara,PTS,13.5,1.78,1.96,-7.1,UNDER,0.276,1.96,1.91,2.1
2025-12-29,Cooper Flagg,PTS,23.5,1.82,1.93,57.6,OVER,0.282,1.82,1.94,2.06
2025-12-29,Toumani Camara,AST,2.5,1.88,1.88,-2.8,UNDER,0.174,1.88,2.0,2.0
2025-12-29,Cooper Flagg,AST,4.5,2.16,1.65,10.9,OVER,0.354,2.16,2.31,1.76
2025-12-29,Shaedon Sharpe,AST,2.5,1.77,1.98,-3.1,UNDER,0.262,1.98,1.89,2.12
2025-12-29,Deni Avdija,AST,7.5,1.71,2.06,31.2,OVER,0.415,1.71,1.83,2.2
2025-12-29,Cooper Flagg,REB,6.5,1.88,1.88,8.6,SKIP,0.0,0.0,2.0,2.0
2025-12-29,Max Christie,REB,3.5,1.88,1.88,-7.9,UNDER,0.344,1.88,2.0,2.0
2025-12-29,Kris Murray,REB,4.5,1.74,2.02,-1.8,UNDER,0.227,2.02,1.86,2.16
2025-12-29,Donovan Clingan,REB,11.5,1.93,1.82,47.8,OVER,0.645,1.93,2.06,1.94
2025-12-29,Deni Avdija,REB,7.5,1.78,1.96,12.3,SKIP,0.0,0.0,1.91,2.1
2025-12-29,Toumani Camara,REB,5.5,2.18,1.63,-3.4,UNDER,0.082,1.63,2.34,1.75
2025-12-29,P.J. Washington,REB,7.5,1.77,1.98,23.7,OVER,0.275,1.77,1.89,2.12
2025-12-29,Shaedon Sharpe,REB,4.5,1.88,1.88,-9.4,UNDER,0.444,1.88,2.0,2.0
2025-12-29,Donovan Clingan,PTS+REB+AST,24.5,1.77,1.98,25.1,SKIP,0.0,0.0,1.89,2.12
2025-12-29,P.J. Washington,PTS+REB+AST,26.5,1.88,1.88,40.0,OVER,0.096,1.88,2.0,2.0
2025-12-29,Kris Murray,PTS+REB+AST,13.5,2.02,1.74,-58.6,UNDER,0.594,1.74,2.16,1.86
2025-12-29,Shaedon Sharpe,PTS+REB+AST,31.5,1.94,1.8,37.3,SKIP,0.0,0.0,2.08,1.93
2025-12-29,Toumani Camara,PTS+REB+AST,21.5,1.8,1.94,-13.3,UNDER,0.397,1.94,1.93,2.08
2025-12-29,Max Christie,PTS+REB+AST,16.5,1.77,1.98,-38.8,UNDER,0.658,1.98,1.89,2.12
2025-12-29,Deni Avdija,PTS+REB+AST,42.5,1.94,1.8,131.9,OVER,0.701,1.94,2.08,1.93
2025-12-29,Cooper Flagg,PTS+REB+AST,35.5,1.94,1.8,77.0,OVER,0.401,1.94,2.08,1.93
2025-12-29,Kris Murray,PTS+REB,11.5,1.94,1.8,-41.6,UNDER,0.53,1.8,2.08,1.93
2025-12-29,Shaedon Sharpe,PTS+REB,28.5,1.91,1.83,40.4,OVER,0.092,1.91,2.04,1.96
2025-12-29,Donovan Clingan,PTS+REB,22.5,1.78,1.96,37.6,OVER,0.072,1.78,1.91,2.1
2025-12-29,Deni Avdija,PTS+REB,33.5,1.82,1.93,100.7,OVER,0.495,1.82,1.94,2.06
2025-12-29,P.J. Washington,PTS+REB,24.5,1.88,1.88,50.5,OVER,0.241,1.88,2.0,2.0
2025-12-29,Toumani Camara,PTS+REB,19.5,1.94,1.8,-10.5,UNDER,0.26,1.8,2.08,1.93
2025-12-29,Max Christie,PTS+REB,14.5,1.76,2.0,-30.5,UNDER,0.594,2.0,1.88,2.14
2025-12-29,Cooper Flagg,PTS+REB,30.5,1.85,1.89,66.1,OVER,0.296,1.85,1.98,2.02
2025-12-29,Kris Murray,PTS+AST,8.5,2.04,1.72,-56.8,UNDER,0.58,1.72,2.19,1.84
2025-12-29,Max Christie,PTS+AST,13.5,1.93,1.82,-30.9,UNDER,0.458,1.82,2.06,1.94
2025-12-29,Donovan Clingan,PTS+AST,13.5,1.89,1.85,-22.7,UNDER,0.429,1.85,2.02,1.98
2025-12-29,Shaedon Sharpe,PTS+AST,26.5,1.89,1.85,46.7,OVER,0.175,1.89,2.02,1.98
2025-12-29,Toumani Camara,PTS+AST,16.5,1.85,1.89,-9.9,UNDER,0.289,1.89,1.98,2.02
2025-12-29,P.J. Washington,PTS+AST,18.5,1.88,1.88,16.3,SKIP,0.0,0.0,2.0,2.0
2025-12-29,Deni Avdija,PTS+AST,34.5,1.96,1.78,119.6,OVER,0.72,1.96,2.1,1.91
2025-12-29,Cooper Flagg,PTS+AST,28.5,1.91,1.83,68.4,OVER,0.387,1.91,2.04,1.96
2025-12-29,Deni Avdija,REB+AST,15.5,1.76,2.0,43.4,OVER,0.385,1.76,1.88,2.14
2025-12-29,Donovan Clingan,REB+AST,13.5,1.93,1.82,35.2,OVER,0.395,1.93,2.06,1.94
2025-12-29,Kris Murray,REB+AST,6.5,1.94,1.8,-18.7,UNDER,0.516,1.8,2.08,1.93
2025-12-29,Cooper Flagg,REB+AST,10.5,1.72,2.04,19.4,OVER,0.056,1.72,1.84,2.19
2025-12-29,Toumani Camara,REB+AST,7.5,1.74,2.02,-6.1,UNDER,0.403,2.02,1.86,2.16
2025-12-29,P.J. Washington,REB+AST,9.5,1.8,1.94,13.2,SKIP,0.0,0.0,1.93,2.08
2025-12-29,Max Christie,REB+AST,5.5,1.85,1.89,-16.2,UNDER,0.524,1.89,1.98,2.02
2025-12-29,Shaedon Sharpe,REB+AST,7.5,2.0,1.76,-12.5,UNDER,0.391,1.76,2.14,1.88
